Time,Unix Time,CPU Utilization (%),RAM Utilization (MB)
2023-09-13 05:51:22,1694577082,4.7,211.984
2023-09-13 05:51:23,1694577083,1.3,212.203
2023-09-13 05:51:25,1694577085,0.5,212.562
2023-09-13 05:51:26,1694577086,1.4,212.984
2023-09-13 05:51:27,1694577087,0.1,213.078
2023-09-13 05:51:28,1694577088,0.0,213.391
2023-09-13 05:51:29,1694577089,0.1,213.906
2023-09-13 05:51:30,1694577090,5.3,214.141
2023-09-13 05:51:31,1694577091,2.3,214.453
2023-09-13 05:51:32,1694577092,0.7,214.844
2023-09-13 05:51:33,1694577093,3.1,215.172
2023-09-13 05:51:34,1694577094,0.9,215.281
2023-09-13 05:51:36,1694577096,0.3,215.5
2023-09-13 05:51:37,1694577097,0.1,215.688
2023-09-13 05:51:38,1694577098,0.1,216.203
2023-09-13 05:51:39,1694577099,0.1,216.406
2023-09-13 05:51:40,1694577100,0.1,216.578
2023-09-13 05:51:41,1694577101,0.1,216.797
2023-09-13 05:51:42,1694577102,0.1,217.203
2023-09-13 05:51:43,1694577103,1.5,217.453
2023-09-13 05:51:44,1694577104,1.1,217.672
2023-09-13 05:51:45,1694577105,1.1,218.062
2023-09-13 05:51:46,1694577106,0.6,218.156
2023-09-13 05:51:48,1694577108,0.9,218.281
2023-09-13 05:51:49,1694577109,2.7,218.656
2023-09-13 05:51:50,1694577110,0.7,218.891
2023-09-13 05:51:51,1694577111,0.3,219
2023-09-13 05:51:52,1694577112,0.7,219.297
2023-09-13 05:51:53,1694577113,0.4,219.516
2023-09-13 05:51:54,1694577114,2.4,220.062
2023-09-13 05:51:55,1694577115,1.2,220.297
2023-09-13 05:51:56,1694577116,1.0,220.391
2023-09-13 05:51:57,1694577117,0.7,220.688
2023-09-13 05:51:59,1694577119,0.2,220.875
2023-09-13 05:52:00,1694577120,0.3,221.203
2023-09-13 05:52:01,1694577121,0.3,221.453
2023-09-13 05:52:02,1694577122,0.2,221.703
2023-09-13 05:52:03,1694577123,0.6,221.922
2023-09-13 05:52:04,1694577124,0.1,222.203
2023-09-13 05:52:05,1694577125,0.0,222.344
2023-09-13 05:52:06,1694577126,0.1,223.094
2023-09-13 05:52:07,1694577127,2.9,223.219
2023-09-13 05:52:08,1694577128,0.7,223.547
