Time,Unix Time,CPU Utilization (%),RAM Utilization (MB)
2023-09-13 10:58:59,1694595539,6.0,428.875
2023-09-13 10:59:00,1694595540,2.6,429.156
2023-09-13 10:59:02,1694595542,3.9,431.125
2023-09-13 10:59:03,1694595543,4.0,432.859
2023-09-13 10:59:04,1694595544,7.3,433.047
2023-09-13 10:59:05,1694595545,6.3,433.234
2023-09-13 10:59:06,1694595546,3.4,433.422
2023-09-13 10:59:07,1694595547,4.0,433.703
2023-09-13 10:59:08,1694595548,6.6,433.891
2023-09-13 10:59:09,1694595549,3.1,434.078
2023-09-13 10:59:10,1694595550,11.3,434.297
2023-09-13 10:59:11,1694595551,8.4,434.516
2023-09-13 10:59:13,1694595553,4.1,434.719
2023-09-13 10:59:14,1694595554,4.4,435.016
2023-09-13 10:59:15,1694595555,8.3,435.203
2023-09-13 10:59:16,1694595556,10.0,435.391
2023-09-13 10:59:17,1694595557,8.2,435.594
2023-09-13 10:59:18,1694595558,6.8,435.797
2023-09-13 10:59:19,1694595559,4.2,436.094
2023-09-13 10:59:20,1694595560,4.4,439.484
2023-09-13 10:59:21,1694595561,2.9,439.672
2023-09-13 10:59:22,1694595562,4.9,440.016
2023-09-13 10:59:23,1694595563,1.9,440.219
2023-09-13 10:59:25,1694595565,8.5,440.406
2023-09-13 10:59:26,1694595566,12.6,440.656
2023-09-13 10:59:27,1694595567,4.4,440.844
2023-09-13 10:59:28,1694595568,2.7,441.156
2023-09-13 10:59:29,1694595569,7.9,441.375
2023-09-13 10:59:30,1694595570,5.5,441.562
2023-09-13 10:59:31,1694595571,3.3,441.75
2023-09-13 10:59:32,1694595572,5.1,441.938
2023-09-13 10:59:33,1694595573,7.2,442.125
2023-09-13 10:59:34,1694595574,2.4,442.312
2023-09-13 10:59:35,1694595575,4.1,442.594
2023-09-13 10:59:36,1694595576,3.9,442.781
2023-09-13 10:59:38,1694595578,3.3,446.078
2023-09-13 10:59:39,1694595579,6.6,446.266
2023-09-13 10:59:40,1694595580,8.2,446.453
2023-09-13 10:59:41,1694595581,5.7,446.641
2023-09-13 10:59:42,1694595582,3.0,446.938
2023-09-13 10:59:43,1694595583,4.2,447.125
2023-09-13 10:59:44,1694595584,4.1,447.312
2023-09-13 10:59:45,1694595585,6.7,447.516
2023-09-13 10:59:46,1694595586,9.8,447.719
2023-09-13 10:59:47,1694595587,1.9,447.906
2023-09-13 10:59:48,1694595588,4.0,448.109
2023-09-13 10:59:49,1694595589,5.2,448.406
2023-09-13 10:59:51,1694595591,4.4,448.594
2023-09-13 10:59:52,1694595592,7.7,448.781
2023-09-13 10:59:53,1694595593,9.0,448.969
2023-09-13 10:59:54,1694595594,7.7,449.188
2023-09-13 10:59:55,1694595595,6.4,459.594
2023-09-13 10:59:56,1694595596,9.0,459.891
2023-09-13 10:59:57,1694595597,5.7,460.078
2023-09-13 10:59:58,1694595598,3.9,460.266
2023-09-13 10:59:59,1694595599,9.0,460.484
2023-09-13 11:00:00,1694595600,6.7,460.766
2023-09-13 11:00:01,1694595601,6.7,461.047
2023-09-13 11:00:03,1694595603,5.0,463.516
2023-09-13 11:00:04,1694595604,4.2,463.797
2023-09-13 11:00:05,1694595605,3.4,464
2023-09-13 11:00:06,1694595606,4.9,464.203
2023-09-13 11:00:07,1694595607,8.6,464.391
2023-09-13 11:00:08,1694595608,5.6,464.625
2023-09-13 11:00:09,1694595609,3.7,464.812
2023-09-13 11:00:10,1694595610,9.4,465.172
2023-09-13 11:00:11,1694595611,9.1,468.344
2023-09-13 11:00:12,1694595612,4.7,468.531
2023-09-13 11:00:13,1694595613,10.1,468.719
2023-09-13 11:00:15,1694595615,5.9,468.906
2023-09-13 11:00:16,1694595616,5.6,469.109
2023-09-13 11:00:17,1694595617,4.7,469.406
2023-09-13 11:00:18,1694595618,6.6,469.594
2023-09-13 11:00:19,1694595619,3.2,470.266
2023-09-13 11:00:20,1694595620,5.7,470.453
2023-09-13 11:00:21,1694595621,5.2,470.672
2023-09-13 11:00:22,1694595622,7.1,470.859
2023-09-13 11:00:23,1694595623,5.7,471.375
2023-09-13 11:00:24,1694595624,4.8,471.578
2023-09-13 11:00:25,1694595625,6.8,471.781
